"map","locus","path_name"
"map00010","TR9585-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR10122-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR2002-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR7188-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR3322-c0_g1_i1utrorf","Glycolysis / Gluconeogenesis"
"map00010","TR15273-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR8241-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR10060-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR11311-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR6773-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR5171-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR3671-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR1131-c0_g1_i1utrorf","Glycolysis / Gluconeogenesis"
"map00010","TR5917-c0_g1_i1utrorf","Glycolysis / Gluconeogenesis"
"map00010","TR4081-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR5136-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR1713-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR2357-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR1540-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR7521-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR9002-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR2232-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR6916-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR10853-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR15114-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR11811-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR12747-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR14889-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR14394-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR8002-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR2063-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR10168-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR13754-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR5865-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR14131-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR6205-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR11093-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR10130-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR11289-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR8857-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR8161-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR6382-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR9224-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR6933-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR10909-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR13839-c0_g1_i1utrorf","Glycolysis / Gluconeogenesis"
"map00010","TR14669-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR11705-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR11442-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR5980-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00010","TR4036-c0_g1_i1","Glycolysis / Gluconeogenesis"
"map00020","TR1338-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR11785-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR1163-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR6205-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR11093-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR3032-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR4207-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR11397-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR3457-c0_g1_i1utrorf","Citrate cycle (TCA cycle)"
"map00020","TR13260-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR7959-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR9648-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR11311-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR9391-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR12745-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR11289-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR12515-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR4036-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR13459-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR10960-c0_g1_i1utrorf","Citrate cycle (TCA cycle)"
"map00020","TR5236-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR7129-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR4532-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR2808-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR5024-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR9394-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR14019-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR2357-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR12788-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR14131-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR1860-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00020","TR8151-c0_g1_i1","Citrate cycle (TCA cycle)"
"map00030","TR10020-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR5136-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR3057-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR15273-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR2232-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR10060-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR7521-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR10853-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR6695-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR13908-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR11442-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR10955-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR7523-c1_g1_i1utrorf","Pentose phosphate pathway"
"map00030","TR10086-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR14375-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR5858-c0_g1_i1utrorf","Pentose phosphate pathway"
"map00030","TR10326-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR8002-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR13813-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR4082-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR8642-c0_g1_i1","Pentose phosphate pathway"
"map00030","TR8437-c0_g1_i1utrorf","Pentose phosphate pathway"
"map00040","TR508-c1_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR7851-c0_g1_i1utrorf","Pentose and glucuronate interconversions"
"map00040","TR7444-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR13114-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR508-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR15200-c0_g1_i1utrorf","Pentose and glucuronate interconversions"
"map00040","TR5164-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR10836-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR6189-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR9114-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR12437-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR8241-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR9392-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR4002-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR8437-c0_g1_i1utrorf","Pentose and glucuronate interconversions"
"map00040","TR1500-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR12308-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR29-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR10690-c0_g1_i1utrorf","Pentose and glucuronate interconversions"
"map00040","TR9333-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR3450-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR6701-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR1514-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR5640-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR535-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR7174-c0_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR11208-c1_g1_i1","Pentose and glucuronate interconversions"
"map00040","TR11552-c0_g1_i1","Pentose and glucuronate interconversions"
"map00051","TR2281-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR4977-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR8161-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR5227-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR5164-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR13730-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR10853-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR7851-c0_g1_i1utrorf","Fructose and mannose metabolism"
"map00051","TR6283-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR5759-c0_g1_i1utrorf","Fructose and mannose metabolism"
"map00051","TR7130-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR5865-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR4177-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR7521-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR4035-c0_g1_i1utrorf","Fructose and mannose metabolism"
"map00051","TR14862-c0_g1_i1utrorf","Fructose and mannose metabolism"
"map00051","TR2232-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR2259-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR5136-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR15130-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR8329-c0_g1_i1utrorf","Fructose and mannose metabolism"
"map00051","TR8002-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR8422-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR7216-c0_g1_i1","Fructose and mannose metabolism"
"map00051","TR4081-c0_g1_i1","Fructose and mannose metabolism"
"map00052","TR10330-c0_g1_i1","Galactose metabolism"
"map00052","TR13766-c0_g1_i1","Galactose metabolism"
"map00052","TR5951-c0_g1_i1","Galactose metabolism"
"map00052","TR1854-c0_g1_i1","Galactose metabolism"
"map00052","TR10398-c0_g1_i1","Galactose metabolism"
"map00052","TR5865-c0_g1_i1","Galactose metabolism"
"map00052","TR9114-c0_g1_i1","Galactose metabolism"
"map00052","TR13766-c1_g1_i1","Galactose metabolism"
"map00052","TR124-c0_g1_i1utrorf","Galactose metabolism"
"map00052","TR1833-c0_g1_i1","Galactose metabolism"
"map00052","TR12308-c0_g1_i1","Galactose metabolism"
"map00052","TR2405-c0_g1_i1","Galactose metabolism"
"map00052","TR4174-c0_g1_i1utrorf","Galactose metabolism"
"map00052","TR11663-c0_g1_i1","Galactose metabolism"
"map00052","TR2232-c0_g1_i1","Galactose metabolism"
"map00052","TR2422-c0_g1_i1","Galactose metabolism"
"map00052","TR5974-c0_g1_i1","Galactose metabolism"
"map00052","TR10060-c0_g1_i1","Galactose metabolism"
"map00052","TR11442-c0_g1_i1","Galactose metabolism"
"map00052","TR3158-c0_g1_i1","Galactose metabolism"
"map00052","TR9613-c0_g1_i1","Galactose metabolism"
"map00052","TR6708-c0_g1_i1utrorf","Galactose metabolism"
"map00052","TR4101-c0_g1_i1","Galactose metabolism"
"map00052","TR4081-c0_g1_i1","Galactose metabolism"
"map00052","TR6382-c0_g1_i1","Galactose metabolism"
"map00052","TR2837-c0_g1_i1","Galactose metabolism"
"map00053","TR9585-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR9227-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR10122-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR7188-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR10020-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR1713-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR2002-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR11705-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR13754-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR3057-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR14669-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR1540-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR1514-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00053","TR5171-c0_g1_i1","Ascorbate and aldarate metabolism"
"map00061","TR14885-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR7532-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR2936-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR11429-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR1674-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR1229-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR874-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR9613-c0_g1_i1utrorf","Fatty acid biosynthesis"
"map00061","TR13961-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR59-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR6207-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR3796-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR12234-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR8805-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR3364-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR10935-c0_g1_i1","Fatty acid biosynthesis"
"map00061","TR11429-c1_g1_i1","Fatty acid biosynthesis"
"map00062","TR1197-c0_g1_i1","Fatty acid elongation"
"map00062","TR186-c0_g1_i1utrorf","Fatty acid elongation"
"map00062","TR7515-c0_g1_i1utrorf","Fatty acid elongation"
"map00062","TR12960-c0_g1_i1","Fatty acid elongation"
"map00062","TR12268-c0_g1_i1","Fatty acid elongation"
"map00062","TR6984-c0_g1_i1","Fatty acid elongation"
"map00062","TR13911-c0_g1_i1utrorf","Fatty acid elongation"
"map00071","TR12268-c0_g1_i1","Fatty acid degradation"
"map00071","TR630-c0_g1_i1","Fatty acid degradation"
"map00071","TR15114-c0_g1_i1","Fatty acid degradation"
"map00071","TR2856-c0_g1_i1","Fatty acid degradation"
"map00071","TR11229-c0_g1_i1","Fatty acid degradation"
"map00071","TR11817-c0_g2_i1","Fatty acid degradation"
"map00071","TR581-c0_g1_i1","Fatty acid degradation"
"map00071","TR9224-c0_g1_i1","Fatty acid degradation"
"map00071","TR6207-c0_g1_i1","Fatty acid degradation"
"map00071","TR10122-c0_g1_i1","Fatty acid degradation"
"map00071","TR11229-c1_g1_i1","Fatty acid degradation"
"map00071","TR14669-c0_g1_i1","Fatty acid degradation"
"map00071","TR10130-c0_g1_i1","Fatty acid degradation"
"map00071","TR2002-c0_g1_i1","Fatty acid degradation"
"map00071","TR1540-c0_g1_i1","Fatty acid degradation"
"map00071","TR9002-c0_g1_i1","Fatty acid degradation"
"map00071","TR13898-c0_g1_i1","Fatty acid degradation"
"map00071","TR1131-c0_g1_i1utrorf","Fatty acid degradation"
"map00071","TR1713-c0_g1_i1","Fatty acid degradation"
"map00071","TR3671-c0_g1_i1","Fatty acid degradation"
"map00071","TR5171-c0_g1_i1","Fatty acid degradation"
"map00071","TR5897-c0_g1_i1","Fatty acid degradation"
"map00071","TR8857-c0_g1_i1","Fatty acid degradation"
"map00071","TR7188-c0_g1_i1","Fatty acid degradation"
"map00071","TR13754-c0_g1_i1","Fatty acid degradation"
"map00071","TR12612-c0_g1_i1","Fatty acid degradation"
"map00071","TR1229-c0_g1_i1","Fatty acid degradation"
"map00071","TR11705-c0_g1_i1","Fatty acid degradation"
"map00071","TR12733-c0_g1_i1","Fatty acid degradation"
"map00071","TR2063-c0_g1_i1","Fatty acid degradation"
"map00071","TR14-c0_g1_i1","Fatty acid degradation"
"map00071","TR9585-c0_g1_i1","Fatty acid degradation"
"map00072","TR11365-c0_g1_i1","Synthesis and degradation of ketone bodies"
"map00072","TR3775-c0_g1_i1","Synthesis and degradation of ketone bodies"
"map00072","TR11229-c1_g1_i1","Synthesis and degradation of ketone bodies"
"map00072","TR11229-c0_g1_i1","Synthesis and degradation of ketone bodies"
"map00072","TR5014-c0_g1_i1","Synthesis and degradation of ketone bodies"
"map00073","TR13473-c0_g1_i1","Cutin, suberine and wax biosynthesis"
"map00100","TR5750-c0_g1_i1","Steroid biosynthesis"
"map00100","TR92-c0_g1_i1","Steroid biosynthesis"
"map00100","TR5513-c0_g1_i1utrorf","Steroid biosynthesis"
"map00100","TR9654-c0_g1_i1","Steroid biosynthesis"
"map00100","TR12822-c0_g1_i1","Steroid biosynthesis"
"map00100","TR10367-c0_g1_i1","Steroid biosynthesis"
"map00100","TR14018-c0_g1_i1","Steroid biosynthesis"
"map00100","TR7550-c0_g1_i1","Steroid biosynthesis"
"map00100","TR298-c0_g1_i1","Steroid biosynthesis"
"map00100","TR11099-c0_g1_i1","Steroid biosynthesis"
"map00100","TR1932-c0_g1_i1","Steroid biosynthesis"
"map00100","TR3019-c0_g1_i1","Steroid biosynthesis"
"map00100","TR7671-c0_g1_i1","Steroid biosynthesis"
"map00100","TR989-c0_g1_i1","Steroid biosynthesis"
"map00100","TR12411-c0_g1_i1","Steroid biosynthesis"
"map00100","TR9719-c0_g1_i1","Steroid biosynthesis"
"map00100","TR6374-c0_g1_i1","Steroid biosynthesis"
"map00100","TR11001-c0_g1_i1","Steroid biosynthesis"
"map00120","TR7403-c0_g1_i1","Primary bile acid biosynthesis"
"map00120","TR7334-c0_g1_i1","Primary bile acid biosynthesis"
"map00120","TR5042-c0_g1_i1","Primary bile acid biosynthesis"
"map00130","TR12181-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR6915-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR5178-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR3218-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR2981-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR9557-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR15222-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR7088-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR1148-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR12077-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR10096-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR10115-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR11356-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00130","TR6995-c0_g1_i1","Ubiquinone and other terpenoid-quinone biosynthesis"
"map00140","TR837-c0_g1_i1","Steroid hormone biosynthesis"
"map00140","TR186-c0_g1_i1utrorf","Steroid hormone biosynthesis"
"map00140","TR3909-c1_g1_i1utrorf","Steroid hormone biosynthesis"
"map00140","TR12582-c0_g1_i1","Steroid hormone biosynthesis"
"map00190","TR11382-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR1582-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR4532-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR10709-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR8101-c0_g1_i1utrorf","Oxidative phosphorylation"
"map00190","TR90-c1_g1_i1","Oxidative phosphorylation"
"map00190","TR10566-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR4268-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR10660-c0_g1_i1utrorf","Oxidative phosphorylation"
"map00190","TR13955-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR1842-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR6240-c1_g1_i1","Oxidative phosphorylation"
"map00190","TR6276-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9221-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR11775-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR12726-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9669-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR13879-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR5747-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR3872-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR8914-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR10675-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR320-c0_g1_i1utrorf","Oxidative phosphorylation"
"map00190","TR1168-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR8418-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9504-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR1979-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR2456-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR6960-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR15090-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR10682-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR1860-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR492-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9391-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR2456-c1_g1_i1","Oxidative phosphorylation"
"map00190","TR11840-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR7985-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR14780-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR278-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR1338-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9644-c1_g1_i1","Oxidative phosphorylation"
"map00190","TR9225-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR4926-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR12788-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR11949-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR10992-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR7508-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9306-c0_g1_i1utrorf","Oxidative phosphorylation"
"map00190","TR13459-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR12856-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR6890-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR9379-c0_g1_i1utrorf","Oxidative phosphorylation"
"map00190","TR5982-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR12440-c0_g1_i1","Oxidative phosphorylation"
"map00190","TR366-c0_g1_i1","Oxidative phosphorylation"
"map00195","TR2669-c0_g1_i1","Photosynthesis"
"map00195","TR14054-c0_g1_i1","Photosynthesis"
"map00195","TR1047-c0_g1_i1","Photosynthesis"
"map00195","TR5017-c0_g1_i1","Photosynthesis"
"map00195","TR9030-c0_g1_i1","Photosynthesis"
"map00195","TR8057-c0_g1_i1","Photosynthesis"
"map00195","TR10424-c0_g1_i1","Photosynthesis"
"map00195","TR15069-c0_g1_i1","Photosynthesis"
"map00220","TR9427-c0_g1_i1","Arginine biosynthesis"
"map00220","TR2873-c0_g1_i1","Arginine biosynthesis"
"map00220","TR14699-c0_g1_i1utrorf","Arginine biosynthesis"
"map00220","TR6305-c0_g1_i1","Arginine biosynthesis"
"map00220","TR3628-c0_g1_i1","Arginine biosynthesis"
"map00220","TR12185-c0_g1_i1","Arginine biosynthesis"
"map00220","TR3664-c0_g1_i1","Arginine biosynthesis"
"map00220","TR10737-c0_g1_i1","Arginine biosynthesis"
"map00220","TR9226-c0_g1_i1","Arginine biosynthesis"
"map00220","TR1552-c0_g1_i1","Arginine biosynthesis"
"map00220","TR12461-c0_g1_i1","Arginine biosynthesis"
"map00220","TR9389-c0_g1_i1","Arginine biosynthesis"
"map00220","TR5228-c0_g1_i1","Arginine biosynthesis"
"map00220","TR5569-c0_g1_i1","Arginine biosynthesis"
"map00220","TR4562-c0_g1_i1","Arginine biosynthesis"
"map00220","TR1273-c1_g1_i1","Arginine biosynthesis"
"map00230","TR12798-c0_g1_i1","Purine metabolism"
"map00230","TR272-c0_g1_i1","Purine metabolism"
"map00230","TR7213-c0_g1_i1","Purine metabolism"
"map00230","TR2706-c0_g1_i1","Purine metabolism"
"map00230","TR14426-c0_g1_i1","Purine metabolism"
"map00230","TR13960-c0_g1_i1","Purine metabolism"
"map00230","TR4089-c0_g1_i1utrorf","Purine metabolism"
"map00230","TR13902-c0_g1_i1","Purine metabolism"
"map00230","TR10790-c1_g1_i1","Purine metabolism"
"map00230","TR5917-c0_g1_i1utrorf","Purine metabolism"
"map00230","TR1747-c0_g1_i1","Purine metabolism"
"map00230","TR1732-c0_g1_i1utrorf","Purine metabolism"
"map00230","TR10060-c0_g1_i1","Purine metabolism"
"map00230","TR5353-c0_g1_i1","Purine metabolism"
"map00230","TR14119-c0_g1_i1","Purine metabolism"
"map00230","TR14044-c0_g1_i1utrorf","Purine metabolism"
"map00230","TR11503-c0_g1_i1","Purine metabolism"
"map00230","TR13960-c1_g1_i1","Purine metabolism"
"map00230","TR6292-c0_g1_i1","Purine metabolism"
"map00230","TR5150-c0_g1_i1","Purine metabolism"
"map00230","TR7458-c0_g1_i1","Purine metabolism"
"map00230","TR7670-c0_g1_i1","Purine metabolism"
"map00230","TR10150-c0_g1_i1","Purine metabolism"
"map00230","TR1783-c0_g1_i1","Purine metabolism"
"map00230","TR11246-c0_g1_i1","Purine metabolism"
"map00230","TR13458-c0_g1_i1","Purine metabolism"
"map00230","TR12351-c0_g1_i1","Purine metabolism"
"map00230","TR2873-c0_g1_i1","Purine metabolism"
"map00230","TR6841-c0_g1_i1","Purine metabolism"
"map00230","TR6209-c0_g1_i1","Purine metabolism"
"map00230","TR7649-c0_g1_i1","Purine metabolism"
"map00230","TR13195-c0_g1_i1","Purine metabolism"
"map00230","TR12197-c0_g1_i1","Purine metabolism"
"map00230","TR1817-c0_g1_i1","Purine metabolism"
"map00230","TR4045-c0_g1_i1","Purine metabolism"
"map00230","TR13233-c0_g1_i1","Purine metabolism"
"map00230","TR7523-c1_g1_i1utrorf","Purine metabolism"
"map00230","TR10777-c0_g1_i1","Purine metabolism"
"map00230","TR2561-c0_g1_i1","Purine metabolism"
"map00230","TR12594-c0_g1_i1","Purine metabolism"
"map00230","TR2953-c0_g1_i1","Purine metabolism"
"map00230","TR10326-c0_g1_i1","Purine metabolism"
